word_type,word_subtype,word_devanagari,gender,meaning_pt,meaning_es,meaning_en,itrans,iast,harvard_kyoto,is_published,order_index
"substantive","noun","परिषद्","feminine","Assembleia","Asamblea","Assembly","pariShad pariShat)","pariṣad pariṣat)","pariSad pariSat)","true","176"
"substantive","noun","पर्वत","masculine","Montanha","Montaña","Mountain","parvata","parvata","parvata","true","177"
"substantive","noun","पवन","masculine","Vento/Ar","Viento/Aire","Wind/Air","pavana","pavana","pavana","true","178"
"substantive","noun","पशु","masculine","Besta, Animal","Bestia, animal","Beast Animal","pashu","paśu","pazu","true","179"
"substantive","noun","पाणि","masculine","Mão","Mano","Hand","pANi","pāṇi","pANi","true","180"
"substantive","noun","पात्र","neuter","Copo","Vaso","Glass","pAtram","pātram","pAtram","true","181"
"substantive","noun","पाप","neuter","Pāpa (resultado negativo de uma ação)","Pāpa (resultado negativo de una acción)","Pāpa (negative result of an action)","pApa","pāpa","pApa","true","182"
"substantive","noun","पारिषद","masculine","Cortesão","Cortesano","Courtier","pAriShada","pāriṣada","pAriSada","true","183"
"substantive","noun","पितृ","masculine","Pai","Padre","Father","pitRRi","pitṛ","pitR","true","184"
"substantive","adjective","पीत","","Amarelo","Amarillo","Yellow","pIta","pīta","pIta","true","185"
"substantive","adjective","पीन","","Gordo","Gordo","Fat","pIna","pīna","pIna","true","186"
"substantive","noun","पुण्य","neuter","Virtude, mérito, puṇya","Virtud, mérito, puṇya","Virtue, merit, puṇya","puNya","puṇya","puNya","true","187"
"substantive","noun","पुत्र","masculine","Filho","Hijo","Son","putra","putra","putra","true","188"
"substantive","noun","पुरुषकार","masculine","Humano Esforço","Esfuerzo humano","Human Effort","puruShakAra","puruṣakāra","puruSakAra","true","189"
"substantive","noun","पुस्तक","neuter","Livro","Libro","Book","pustakam","pustakam","pustakam","true","190"
"substantive","noun","पृथिवी","feminine","Terra","Tierra","Earth","pRRithivI","pṛthivī","pRthivI","true","191"
"substantive","noun","प्रतिपत्ति","feminine","Fama","Fama","Fame","pratipatti","pratipatti","pratipatti","true","192"
"substantive","noun","प्रभु","masculine","Senhor, Mestre","Señor, Maestro","Lord, Master","prabhu","prabhu","prabhu","true","193"
"substantive","adjective","प्रसन्न","","Favorável, Claro","Favorable, claro","Favorable, clear","prasanna","prasanna","prasanna","true","194"
"substantive","noun","प्रसाद","masculine","Favor","Favor","Favor","prasAda","prasāda","prasAda","true","195"
"substantive","noun","प्रावृष्","feminine","Estação chuvosa","Temporada de lluvias","Rainy season","prAvRRiSh prAvRRiT)","prāvṛṣ prāvṛṭ)","prAvRS prAvRT)","true","196"
"substantive","noun","प्रासाद","masculine","Palácio","Palacio","Palace","prAsAda","prāsāda","prAsAda","true","197"
"substantive","noun","प्रीति","feminine","Afeição","Afecto","Affection","prIti","prīti","prIti","true","198"
"substantive","noun","फल","neuter","Fruta","Fruta","Fruit","phala","phala","phala","true","199"
"substantive","noun","बन्धु","masculine","Parente, irmão","Pariente, hermano","Relative, brother","bandhu","bandhu","bandhu","true","200"
"substantive","noun","बल","neuter","Força","Fuerza","Strength","balam","balam","balam","true","201"
"substantive","adjective","बहु","","Muito","Mucho","Much","bahu","bahu","bahu","true","202"
"substantive","noun","बाल","masculine","Criança, menino","Niño","Child","bAla","bāla","bAla","true","203"
"substantive","noun","बालिका","feminine","Menina","Niña","Girl","bAlikA","bālikā","bAlikA","true","204"
"substantive","noun","बाहु","masculine","Braço","Brazo","Arm","bAhu","bāhu","bAhu","true","205"
"substantive","noun","बिन्दु","masculine","Gota","Gota","Drop","bindu","bindu","bindu","true","206"
"substantive","noun","भक्ति","feminine","Devoção","Devoción","Devotion","bhakti","bhakti","bhakti","true","207"
"substantive","noun","भगिनी","feminine","Irmã","Hermana","Sister","bhaginI","bhaginī","bhaginI","true","208"
"substantive","noun","भय","neuter","Medo","Miedo","Fear","bhayam","bhayam","bhayam","true","209"
"substantive","noun","भर्तृ","masculine","Marido","Esposo Esposo","Husband","bhartRRi bhartA)","bhartṛ bhartā)","bhartR bhartA)","true","210"
"substantive","noun","भार","masculine","Fardo, peso","Carga, peso","Burden, weight","bhAra","bhāra","bhAra","true","211"
"substantive","noun","भार्या","feminine","Esposa","Esposa","Wife","bhAryA","bhāryā","bhAryA","true","212"
"substantive","noun","भार्या","feminine","Esposa","Esposa","Wife","bhAryA","bhāryā","bhAryA","true","213"
"substantive","noun","भाषा","feminine","Discurso, Ensinamento","Discurso, Enseñanza","Speech, Teaching","bhAShA","bhāṣā","bhASA","true","214"
"substantive","noun","भिषज्","masculine","Doutor","Doctor","Doctor","bhiShaj bhiShak)","bhiṣaj bhiṣak)","bhiSaj bhiSak)","true","215"
"substantive","noun","भूभृत्","masculine","Rei","Rey","King","bhUbhRRit","bhūbhṛt","bhUbhRt","true","216"
"substantive","noun","भूमि","feminine","Terra","Tierra","Earth","bhUmi","bhūmi","bhUmi","true","217"
"substantive","noun","भूषण","neuter","Ornamento, ornamento, decoração","Adorno, ornamento, decoración","Ornament, ornament, decoration","bhUShaNa","bhūṣaṇa","bhUSaNa","true","218"
"substantive","noun","भ्रातृ","masculine","Irmão","Hermano","Brother","bhrAtRRi","bhrātṛ","bhrAtR","true","219"
"substantive","noun","मति","feminine","Mente","Mente","Mind","mati","mati","mati","true","220"
"substantive","noun","मधु","neuter","Mel","Miel","Honey","madhu","madhu","madhu","true","221"
"substantive","noun","मनस्","neuter","Mente","Mente","Mind","manas mana)","manas mana)","manas mana)","true","222"
"substantive","noun","मनोरथ","masculine","Desejo","Deseo","Desire","manoratha","manoratha","manoratha","true","223"
"substantive","noun","मन्दिर","neuter","Templo","Templo","Temple","mandiram","mandiram","mandiram","true","224"
"substantive","noun","मरुत्","masculine","Vento","Viento","Wind","marut","marut","marut","true","225"
"substantive","noun","मलहारक","masculine","Varredor","Barrendero","Sweeper","malahAraka","malahāraka","malahAraka","true","226"
"substantive","noun","महाराज","masculine","Grande Rei","Gran Rey","Great King","mahArAja","mahārāja","mahArAja","true","227"
"substantive","noun","मातृ","feminine","Mãe","Madre","Mother","mAtRRi","mātṛ","mAtR","true","228"
"substantive","noun","मानुष","masculine","Homem","Hombre","Man","mAnuSha","mānuṣa","mAnuSa","true","229"
"substantive","noun","माला","feminine","Guirlanda","Guirnalda","Garland","mAlA","mālā","mAlA","true","230"
"substantive","noun","मांस","neuter","Carne","Carne","Flesh","mAMsam","māṃsam","mAMsam","true","231"
"substantive","noun","मित्र","neuter","Amigo","Amigo","Friend","mitra","mitra","mitra","true","232"
"substantive","noun","मुक्ति","feminine","Salvação","Salvación","Salvation","mukti","mukti","mukti","true","233"
"substantive","noun","मुख","neuter","Boca","Boca","Mouth","mukham","mukham","mukham","true","234"
"substantive","noun","मुद्रा","feminine","Selo, Moeda","Sello, Moneda","Seal, Coin","mudrA","mudrā","mudrA","true","235"
"substantive","noun","मुनि","masculine","Sábio","Sabio","Sage","muni","muni","muni","true","236"
"substantive","noun","मृग","masculine","Veado","Ciervo","Deer","mRRiga","mṛga","mRga","true","237"
"substantive","adjective","मृत","","Morto","Muerto","Dead","mRRita","mṛta","mRta","true","238"
"substantive","noun","मृत्यु","masculine","Morte","Muerte","Death","mRRityu","mṛtyu","mRtyu","true","239"
"substantive","adjective","मृदु","","Suave","Suave","Soft","mRRidu","mṛdu","mRdu","true","240"
"substantive","noun","मेघ","masculine","Nuvem","Nube","Cloud","megha","megha","megha","true","241"
"substantive","noun","मोह","masculine","Ilusão","Ilusión","Illusion","moha","moha","moha","true","242"
"substantive","noun","यशस्","neuter","Fama","Fama","Fame","yashas yasha)","yaśas yaśa)","yazas yaza)","true","243"
"substantive","noun","योग","masculine","Yoga","Yoga","Yoga","yoga","yoga","yoga","true","244"
"substantive","adjective","रक्त","","Vermelho","Rojo","Red","rakta","rakta","rakta","true","245"
"substantive","noun","रघु","masculine","Raghu","Raghu","Raghu","raghu","raghu","raghu","true","246"
"substantive","noun","रज्जु","feminine","Corda","Cuerda","Rope","rajju","rajju","rajju","true","247"
"substantive","noun","रत्न","neuter","Joia","Joya","Jewel","ratnam","ratnam","ratnam","true","248"
"substantive","noun","रथ","masculine","Carruagem, carroça","Carruaje, carro","Chariot, wagon","ratha","ratha","ratha","true","249"
"substantive","noun","रम्भा","feminine","Banana","Árbol de plátano","Tree Banana","rambhA","rambhā","rambhA","true","250"
"substantive","noun","रवि","masculine","Sol","Sol","Sun","ravi","ravi","ravi","true","251"
"substantive","noun","रश्मि","masculine","Relâmpago","Rayo","Lightning","rashmi","raśmi","razmi","true","252"
"substantive","noun","राज्ञी","feminine","Rainha","Reina","Queen","rAj~nI","rājñī","rAjJI","true","253"
"substantive","noun","रात्रि","feminine","Noite","Noche","Night","rAtri","rātri","rAtri","true","254"
"substantive","noun","राम","masculine","Rāma","Rāma","Rāma","rAma","rāma","rAma","true","255"
"substantive","noun","राशि","masculine","Monte","Montón","Heap","rAshi","rāśi","rAzi","true","256"
"substantive","noun","रेखा","feminine","Fio","Hilo","Thread","rekhA","rekhā","rekhA","true","257"
"substantive","noun","रेणु","feminine","Pó, Pólen","Polvo, Polen","Dust, Pollen","reNu","reṇu","reNu","true","258"
"substantive","adjective","लघु","","Leve","Ligero","Light","laghu","laghu","laghu","true","259"
"substantive","noun","लज्जा","feminine","Vergonha","Vergüenza","Shame","lajjA","lajjā","lajjA","true","260"
"substantive","noun","लता","feminine","Videira","Vid","Vine","latA","latā","latA","true","261"
"substantive","noun","लोक","masculine","Mundo","Mundo","World","loka","loka","loka","true","262"
"substantive","noun","लोभ","masculine","Ganância","Codicia","Greed","lobha","lobha","lobha","true","263"
"substantive","adjective","वक्तृ","","Eloquente","Elocuente","Eloquent","vaktRRi","vaktṛ","vaktR","true","264"
"substantive","noun","वचन","neuter","Fala, discurso","Habla, discurso","Speech, speech","vachana","vacana","vacana","true","265"
"substantive","noun","वणिज्","masculine","Comerciante","Comerciante","Merchant","vaNij vaNik)","vaṇij vaṇik)","vaNij vaNik)","true","266"
"substantive","noun","वध","masculine","Abate","Masacre","Slaughter","vadha","vadha","vadha","true","267"
"substantive","noun","वधू","feminine","Noiva","Novia","Bride","vadhU","vadhū","vadhU","true","268"
"substantive","noun","वन","neuter","Floresta, selva","Bosque, selva","Forest, jungle","vana","vana","vana","true","269"
"substantive","noun","वयस्","neuter","Idade","Edad","Age","vayas vaya)","vayas vaya)","vayas vaya)","true","270"
"substantive","noun","वस्तु","neuter","Coisa","Cosa","Thing","vastu","vastu","vastu","true","271"
"substantive","noun","वाच्","feminine","Fala","Discurso","Speech","vAch vAk)","vāc vāk)","vAc vAk)","true","272"
"substantive","noun","वाणी","feminine","Voz","Voz","Voice","vANI","vāṇī","vANI","true","273"
"substantive","noun","वानर","masculine","Macaco","Mono","Monkey","vAnara","vānara","vAnara","true","274"
"substantive","noun","वायु","masculine","Vento","Viento","Wind","vAyu","vāyu","vAyu","true","275"
"substantive","noun","वारि","neuter","Água","Agua","Water","vAri","vāri","vAri","true","276"
"substantive","noun","विद्या","feminine","Conhecimento","Conocimiento","Knowledge","vidyA","vidyā","vidyA","true","277"
"substantive","noun","विद्युत्","feminine","Raio","Rayo, relámpago","Thunderbolt","vidyut","vidyut","vidyut","true","278"
"substantive","noun","विधि","masculine","Destino","Destino","Destiny","vidhi","vidhi","vidhi","true","279"
"substantive","noun","विनय","masculine","Modéstia","Modestia","Modesty","vinaya","vinaya","vinaya","true","280"
"substantive","noun","विपद्","feminine","Perigo","Peligro","Danger","vipad vipat)","vipad vipat)","vipad vipat)","true","281"
"substantive","adjective","विमूढ","","Perplexo","Desconcertado","Bewildered","vimUDha","vimūḍha","vimUDha","true","282"
"substantive","noun","विहग","masculine","Pássaro","Pájaro","Bird","vihaga","vihaga","vihaga","true","283"
"substantive","noun","वीर","masculine","Herói","Héroe","Hero","vIra","vīra","vIra","true","284"
"substantive","noun","वृक्ष","masculine","Árvore","Árbol","Tree","vRRikSha","vṛkṣa","vRkSa","true","285"
"substantive","adjective","वृद्ध","","Velho","Viejo","Old","vRRiddha","vṛddha","vRddha","true","286"
"substantive","noun","वृद्धत्वम्","neuter","Velhice","Vejez","Old age","vRRiddhatvam","vṛddhatvam","vRddhatvam","true","287"
"substantive","noun","वेधस्","masculine","Criador","Creador","Creator","vedhas vedhA)","vedhas vedhā)","vedhas vedhA)","true","288"
"substantive","adjective","व्याधित","","Doente","Enfermo","Sick","vyAdhita","vyādhita","vyAdhita","true","289"
"substantive","noun","शक्ति","feminine","Poder","Poder","Power","shakti","śakti","zakti","true","290"
"substantive","noun","शठ","masculine","Trapaceiro, canalha","Un pícaro, tramposo, embaucador, estafador","A rogue, cheat, scoundrel, swindler","shaTha","śaṭha","zaTha","true","291"
"substantive","noun","शत्रु","masculine","Inimigo","Enemigo","Enemy","shatru","śatru","zatru","true","292"
"substantive","noun","शर","masculine","Flecha","Flecha","Arrow","shara","śara","zara","true","293"
"substantive","noun","शरद्","feminine","Outono","Otoño","Autumn","sharad sharat)","śarad śarat)","zarad zarat)","true","294"
"substantive","noun","शरीर","neuter","Corpo","Cuerpo","Body","sharIram","śarīram","zarIram","true","295"
"substantive","noun","शर्वरी","feminine","Noite","Noche","Night","sharvarI","śarvarī","zarvarI","true","296"
"substantive","noun","शस्त्र","neuter","Arma","Arma","Weapon","shastram","śastram","zastram","true","297"
"substantive","noun","शास्त्र","neuter","Escritura sagrada; Tratado; Texto de ensino","Escritura sagrada; Tratado; Texto de enseñanza","Sacred scripture; Treatise; Teaching text","shAstra","śāstra","zAstra","true","298"
"substantive","noun","शिशु","masculine","Bebê","Bebé","Baby","shishu","śiśu","zizu","true","299"
"substantive","noun","शिष्य","masculine","Aprendiz; Discípulo; Estudante (aquele que deve ser ensinado)","Aprendiz; Discípulo; Alumno aquel que debe ser enseñado)","Apprentice; Disciple; Student (one who should be taught)","shiShya","śiṣya","ziSya","true","300"
"substantive","adjective","शीत","","Frio, fresco","Frío, fresco","Cold, fresh","shIta","śīta","zIta","true","301"
"substantive","noun","शीर्ष","neuter","Cabeça","Cabeza","Head","shIrSham","śīrṣam","zIrSam","true","302"
"substantive","noun","शील","neuter","Caráter","Carácter","Character","shIlam","śīlam","zIlam","true","303"
"substantive","adjective","शुचि","","Puro","Puro","Pure","shuchi","śuci","zuci","true","304"
"substantive","noun","शुच्","feminine","Dor, Aflição","Dolor, Aflicción","Pain, Affliction","shuch shuk)","śuc śuk)","zuc zuk)","true","305"
"substantive","noun","शृगाल","masculine","Chacal","Chacal","Jackal","shRRigAla","śṛgāla","zRgAla","true","306"
"substantive","adjective","शोभा","","Esplendor","Esplendor","Splendor","shobhA","śobhā","zobhA","true","307"
"substantive","noun","श्रोतार","masculine","Ouvinte","Oyente","Listener","shrotAraH","śrotāraḥ","zrotAraH","true","308"
"substantive","noun","श्रोतृ","masculine","Ouvinte","Oyente","Listener","shrotRRi","śrotṛ","zrotR","true","309"
"substantive","noun","श्वश्रू","feminine","Sogra","Suegra","Mother-in-law","shvashrU","śvaśrū","zvazrU","true","310"
"substantive","adjective","श्वेत","","Branco","Blanco","White","shveta","śveta","zveta","true","311"
"substantive","noun","सख्य","neuter","Amizade","Amistad","Friendship","sakhyam","sakhyam","sakhyam","true","312"
"substantive","noun","सत्य","neuter","Verdade","Verdad","Truth","satyam","satyam","satyam","true","313"
"substantive","noun","सन्ध्या","feminine","Crepúsculo","Crepúsculo","Twilight","sandhyA","sandhyā","sandhyA","true","314"
"substantive","noun","सभा","feminine","Assembleia","Asamblea","Assembly","sabhA","sabhā","sabhA","true","315"
"substantive","noun","समिध्","feminine","Combustível","Combustible","Fuel","samidh samit)","samidh samit)","samidh samit)","true","316"
"substantive","noun","सम्पद्","feminine","Riqueza","Riqueza","Wealth","sampad sampat)","sampad sampat)","sampad sampat)","true","317"
"substantive","noun","सम्राज्","masculine","Imperador","Emperador","Emperor","samrAj samrAT)","samrāj samrāṭ)","samrAj samrAT)","true","318"
"substantive","noun","सरित्","feminine","Rio","Río","River","sarit","sarit","sarit","true","319"
"substantive","noun","सर्प","masculine","Cobra","Serpiente","Snake","sarpa","sarpa","sarpa","true","320"
"substantive","noun","सवितृ","masculine","Sol","Sol","Sun","savitRRi","savitṛ","savitR","true","321"
"substantive","noun","संसार","masculine","Saṃsāra","Saṃsāra","Saṃsāra","saMsAra","saṃsāra","saMsAra","true","322"
"substantive","noun","साधु","masculine","Homem Honesto","Hombre Honesto","Honest Man","sAdhu","sādhu","sAdhu","true","323"
"substantive","adjective","साधु","","Virtuoso","Virtuoso","Virtuous","sAdhu","sādhu","sAdhu","true","324"
"substantive","noun","सिंही","feminine","Leoa","Leona","Lioness","siMhI","siṃhī","siMhI","true","325"
"substantive","noun","सीता","feminine","Sita","Sītā","Sita","sItA","sītā","sItA","true","326"
"substantive","noun","सुख","neuter","Felicidade, alegria, deleite, prazer, conforto, facilidade","Felicidad, alegría, deleite, placer, comodidad, facilidad","Happiness, joy, delight, pleasure, comfort, ease","sukha","sukha","sukha","true","327"
"substantive","adjective","सुगन्धि","","Odorífero","Oloroso","Odorous","sugandhi","sugandhi","sugandhi","true","328"
"substantive","adjective","सुप्त","","Adormecido","Durmiente","Sleeping","supta","supta","supta","true","329"
"substantive","noun","सुमति","masculine","Sumati","Sumati","Sumati","sumati","sumati","sumati","true","330"
"substantive","adjective","सुरभि","","Perfumado","Fragante","Fragrant","surabhi","surabhi","surabhi","true","331"
"substantive","noun","सुहृद्","masculine","Amigo","Amigo","Friend","suhRRid suhRRit)","suhṛd suhṛt)","suhRd suhRt)","true","332"
"substantive","noun","सूत","masculine","Cocheiro","Cochero","Coachman","sUta","sūta","sUta","true","333"
"substantive","noun","सौन्दर्य","neuter","Beleza","Belleza","Beauty","saundaryam","saundaryam","saundaryam","true","334"
"substantive","noun","स्तेन","masculine","Ladrão","Ladrón","Thief","stena","stena","stena","true","335"
"substantive","noun","स्थान","neuter","Lugar","Lugar","Place","sthAnam","sthānam","sthAnam","true","336"
"substantive","noun","स्रज्","feminine","Guirlanda","Guirnalda","Garland","sraj srak)","sraj srak)","sraj srak)","true","337"
"substantive","noun","स्वसृ","feminine","Irmã","Hermana","Sister","svasRRi","svasṛ","svasR","true","338"
"substantive","adjective","स्वादु","","Doce","Dulce","Sweet","svAdu","svādu","svAdu","true","339"
"substantive","adjective","हत","","Morto","Asesinado","Slain","hata","hata","hata","true","340"
"substantive","noun","हनु","feminine","Mandíbula, Queixo","Mandíbula, Barbilla","Jaw, Chin","hanu","hanu","hanu","true","341"
"substantive","noun","हरि","masculine","Hari","Hari","Hari","hari","hari","hari","true","342"
"substantive","adjective","हरित","","Verde","Verde","Green","harita","harita","harita","true","343"
"substantive","noun","हल","neuter","Arado","Arado","Plow","halam","halam","halam","true","344"
"substantive","noun","हंस","masculine","Cisne","Cisne","Swan","haMsa","haṃsa","haMsa","true","345"
"substantive","noun","हस्त","masculine","Mão","Mano","Hand","hasta","hasta","hasta","true","346"
"substantive","noun","हास्य","neuter","Ridículo","Ridículo","Ridiculous","hAsyam","hāsyam","hAsyam","true","347"
"substantive","noun","हेतु","masculine","Causa","Causa","Cause","hetu","hetu","hetu","true","348"
"substantive","noun","ह्रद","masculine","Lago","Lago","Lake","hrada","hrada","hrada","true","349"